movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
The Rookie,1983,Sometimes dreams come back to life.,"Pvt. Thomas Noonan and Sgt. Pete Marshall are both vying for the hand of Lili Marlene. After World War II ends, the three of them get stranded on a remote island. Two Japanese sailors, unaware that the war has ended, arrive on the island.","Tommy Noonan, Peter Marshall, Julie Newmar, Jerry Lester, Claude Stroud, Norman Leavitt, Joe Besser, Vince Barnett, Herb Armstrong, Richard Reeves, Don Corey, Rodney Bell, George Eldredge, Peter Leeds, Patrick O'Moore",84,0.286,0.0,0.0,0.0,0.357,0.286,0.643,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,5.471,18490.643,6449.786,18490.643,227.429,191.143,365.714,817.357,2196.0,4350.857,5322.5,2851.5,1079.571,1088.571,0.494,5.19,5.42,5.444,0.4019,-0.7506,5.543,1,20000000,75597042,12122613,45821687
The Roommate,2011,"2,000 colleges. 8 million roommates. Which one will you get?","When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.","Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham, Johannes Raassina, Cameron Fisher Brousseau, Evan Michael Brown, Alex Meraz",94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8,36091.0,7224.0,36091.0,2044.0,2186.0,3517.0,5910.0,8103.0,6294.0,3482.0,1744.0,753.0,2058.0,1.075,4.85,5.55,5.371,0.0,-0.6705,4.9,1,16000000,40492759,15510368,39253601
The Royal Tenenbaums,2001,"Family isnâ€™t a word, itâ€™s a sentence.",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,"Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow, Luke Wilson, Owen Wilson, Bill Murray, Danny Glover, Seymour Cassel, Kumar Pallana, Alec Baldwin, Grant Rosenmeyer, Jonah Meyerson, Aram Aslanian-Persico, Irina Gorovaia",110,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,260939.0,64060.0,260939.0,3590.0,2211.0,3143.0,5052.0,10248.0,22786.0,53204.0,72904.0,45219.0,42582.0,1.858,7.371,6.871,6.297,0.0772,-0.1027,7.775,1,21000000,71441250,25861250,87979050
The Runaways,2010,It's 1975 and they're about to explode.,A coming-of-age biographical film about the 1970s teenage all-girl rock band,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks, Jill Andre, Ray Porter, Kiaya Snow, Allie Grant",106,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,45724.0,10655.0,45724.0,928.0,497.0,833.0,1814.0,4419.0,10529.0,13099.0,6752.0,2684.0,4169.0,1.146,6.5,6.418,6.074,0.0,0.0,6.675,0,10000000,2995811,10000000,2995811
The Running Man,1987,A game nobody survives. But Schwarzenegger has yet to play.,"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown, Jesse Ventura, Erland van Lidth, Marvin J. McIntyre, Gus Rethwisch, Professor Toru Tanaka, Mick Fleetwood, Dweezil Zappa, Richard Dawson, Karen Leigh Hopkins, Sven-Ole Thorsen, Edward Bunker",101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.7,138785.0,29424.0,138785.0,1090.0,1066.0,2245.0,5241.0,13406.0,32478.0,44778.0,23351.0,7363.0,7767.0,1.355,5.525,6.446,6.0,0.34,0.3612,6.8,1,27000000,38122105,51815171,73159385
The Saint,1997,Never reveal your name. Never turn your back. Never surrender your heart.,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.","Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Evgeniy Lazarev, Irina Apeksimova, Lev Prygunov, Charlotte Cornwell, Emily Mortimer, Lucija Serbedzija, Velibor Topic, Tommy Flanagan",116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,61535.0,15105.0,61535.0,1167.0,1103.0,1931.0,3918.0,8344.0,15320.0,14655.0,7891.0,3133.0,4073.0,0.939,6.22,5.897,6.22,0.0,-0.6705,6.275,1,68000000,118063304,92375301,160384313
The Secret of My Success,1987,There's no such thing as an overnight success. Brantley Foster took two weeks.,"A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life.","Michael J. Fox, Helen Slater, Richard Jordan, Margaret Whitton, John Pankow, Christopher Murney, Gerry Bamman, Fred Gwynne, Carol Ann Susi, Elizabeth Franz, Drew Snyder, Susan Kellermann, Barton Heyman, Mercedes Ruehl, Ira Wheeler",111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,28946.0,7605.0,28946.0,251.0,246.0,481.0,1246.0,3329.0,7803.0,8203.0,4042.0,1387.0,1958.0,0.398,6.967,6.883,6.283,0.3612,0.8779,6.675,1,12000000,110996879,23028965,213011939
The Secret of NIMH,1982,Right before your eyes and beyond your wildest dreams.,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.","Derek Jacobi, Elizabeth Hartman, Arthur Malet, Dom DeLuise, Hermione Baddeley, Shannen Doherty, Wil Wheaton, Jodi Hicks, Ian Fried, John Carradine, Peter Strauss, Paul Shenar, Tom Hatten, Lucille Bliss, Aldo Ray",82,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,35484.0,13011.0,35484.0,284.0,150.0,269.0,507.0,1414.0,3674.0,8593.0,9942.0,4843.0,5808.0,0.556,6.94,7.208,7.2,0.4019,-0.128,7.75,1,7000000,14665733,15817496,33139312
The Serpent and the Rainbow,1988,Don't bury me...I'm not dead!,An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.,"Bill Pullman, Cathy Tyson, Zakes Mokae, Paul Winfield, Brent Jennings, Conrad Roberts, Badja Djola, Theresa Merritt, Michael Gough, Paul Guilfoyle, Dey Young, Aleta Mitchell, William Newman, Jaime Pina Gautier, Evencio Mosquera Slaco",98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,21560.0,7025.0,21560.0,320.0,276.0,450.0,1124.0,2548.0,5202.0,6093.0,3250.0,1116.0,1181.0,0.168,6.025,6.5,6.5,0.5767,0.0,6.65,1,7000000,19595031,12907237,36131101
The Sessions,2012,The festival hit of the year!,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks, Adam Arkin, Rhea Perlman, W. Earl Brown, Robin Weigert, Blake Lindsley, Ming Lo, Rusty Schwimmer, Jennifer Kumiyama, Tobias Forrest, Jarrod Bailey",95,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,40908.0,7453.0,40908.0,452.0,201.0,353.0,694.0,1889.0,5668.0,13824.0,11509.0,3974.0,2344.0,0.591,7.2,6.94,6.868,0.5411,0.1531,7.2,1,1000000,9138338,949744,8679084
The Shaggy Dog,1982,It's going to be a ruff day.,A teenage boy is cursed with periodically turning into an sheepdog.,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran, Cecil Kellaway, Alexander Scourby, Roberta Shore, James Westerfield, Strother Martin, Forrest Lewis, Ned Wever, Gordon Jones, Jacques Aubuchon",104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,11143.5,3806.0,11143.5,1051.5,728.0,1160.5,1692.5,1973.0,1811.5,1245.5,580.0,216.5,684.5,0.566,5.893,6.127,5.431,0.0,0.0,5.625,1,50000000,61112916,54083457,66103956
The Siege,1998,On November 6th our freedom is history,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.","Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila, Ahmed Ben Larby, Mosleh Mohamed, Lianna Pai, Mark Valley, Jack Gwaltney, David Proval, Lance Reddick, Jeremy Knaster, William Hill, Aasif Mandvi",116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4,67420.0,13786.0,67420.0,985.0,770.0,1342.0,3186.0,8701.0,19629.0,19203.0,8595.0,2580.0,2429.0,0.577,6.938,6.634,6.433,0.6369,-0.9584,6.3,1,70000000,116672912,93638682,156072825
The Signal,2009,R U Agitated?,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp, Jeffrey Grover, Laurence Fishburne, Roy Kenny, Timothy Holmes, Ricardo Campos, Drew Sykes, Lin Shaye, Robert Longstreet",97,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.0,0.0,0.0,0.583,0.0,0.0,0.417,0.0,1.0,0.0,0.583,0.0,0.0,6.042,37446.0,6895.333,37446.0,1252.417,966.833,1430.5,2679.917,5428.333,8998.333,8611.833,4548.583,1706.083,1823.167,1.319,5.84,6.063,5.85,-0.4588,0.2023,6.129,0,4000000,600896,1868473,408148
The Simpsons Movie,2007,See our family. And feel better about yours.,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Pamela Hayden, Tress MacNeille, Albert Brooks, Karl Wiedergott, Marcia Wallace, Russi Taylor, Maggie Roswell, Phil Rosenthal, Billie Joe Armstrong",87,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,304958.0,56837.0,304958.0,4626.0,1795.0,2855.0,5727.0,14902.0,39545.0,84583.0,76323.0,32855.0,41747.0,1.38,7.65,6.65,7.083,0.4404,-0.4939,7.25,1,75000000,527068851,78875143,554301751
The Sitter,2011,Worst. Babysitter. Ever.,"A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him.","Jonah Hill, Max Records, Ari Graynor, J.B. Smoove, Sam Rockwell, Landry Bender, Kevin Balmore, Kylie Bunbury, Erin Daniels, D.W. Moffett, Jessica Hecht, Bruce Altman, Method Man, Sean Patrick Doyle, Alex Wolff",81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,67496.0,14567.0,67496.0,1910.0,1852.0,3217.0,6367.0,13358.0,18754.0,12278.0,5041.0,1729.0,2990.0,0.657,6.49,6.215,5.82,-0.6249,0.0,5.8,1,25000000,34942188,24234951,33872888
The Sixth Sense,1999,Not every gift is a blessing.,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan, Donnie Wahlberg, Peter Anthony Tambakis, Jeffrey Zubernis, Bruce Norris, Glenn Fitzgerald, Greg Wood, Mischa Barton, Angelica Page, Lisa Summerour, Firdous Bamji",107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.1,894385.0,157331.0,894385.0,5763.0,2869.0,3786.0,6895.0,16292.0,48759.0,149329.0,294851.0,223691.0,142150.0,2.579,6.2,6.557,6.721,0.2008,-0.128,8.075,1,40000000,672806292,52362113,880738991
The Social Network,2010,You don't get to 500 million friends without making a few enemies.,As Harvard student,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons, Joseph Mazzello, Patrick Mapel, Andrew Garfield, Toby Meuli, Alecia Svensen, Jami Owen, James Dastoli, Robert Dastoli, Scotty Crowe, Jayk Gallagher, Marcella Lentz-Pope",120,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,608745.0,89495.0,608745.0,6753.0,3143.0,3726.0,7182.0,18924.0,55647.0,148612.0,192074.0,103345.0,69339.0,1.924,7.775,6.767,6.486,0.6935,0.0,7.85,1,40000000,224920315,40000000,224920315
The Sorcerer's Apprentice,2010,It's The Coolest Job Ever.,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la Fée.,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer, Toby Kebbell, Omar Benson Miller, Monica Bellucci, Alice Krige, Jake Cherry, James A. Stephens, Gregory Woo, Wai Ching Ho, Jason R. Moore, Robert Capron, Peyton List",109,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,150831.0,21219.0,150831.0,2573.0,2374.0,4657.0,10329.0,22868.0,40757.0,35883.0,16689.0,5912.0,8789.0,2.054,6.42,6.32,6.033,0.0,-0.4588,6.15,1,150000000,215283742,150000000,215283742
The Specialist,1984,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts, Mario Ernesto Sánchez, Sergio Doré Jr., Chase Randolph, Jeana Bell, Brittany Paige Bouck, Emilio Estefan Jr., LaGaylia Frazier, Ramón González Cuevas, Tony Munafo, Cheito Quinonez",110,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,30821.0,4311.0,30821.0,788.5,852.5,1695.0,3642.0,7328.0,8076.5,4781.5,1818.0,611.0,1228.0,0.606,5.15,5.637,4.584,-0.7506,-0.9062,5.0,1,45000000,170362582,66200020,250622364
The Spectacular Now,2013,From the Writers of (500) Days of Summer,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""","Miles Teller, Shailene Woodley, Brie Larson, Masam Holden, Dayo Okeniyi, Kyle Chandler, Jennifer Jason Leigh, Nicci Roessler, Ava-Marie London, Whitney Goin, Andre Royo, Bob Odenkirk, Mary Elizabeth Winstead, Levi Miller, E. Roger Mitchell",95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.1,142070.0,19344.0,142070.0,1392.0,1009.0,1714.0,3503.0,9006.0,24047.0,45109.0,33868.0,12848.0,9574.0,1.116,7.067,6.925,6.987,0.0,0.4215,7.1,1,2500000,6854611,2340083,6416144
The Spiderwick Chronicles,2008,Their World Is Closer Than You Think.,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger, Andrew McCarthy, Joan Plowright, David Strathairn, Seth Rogen, Martin Short, Jordy Benattar, Tod Fennell, Mariah Inger, Jeremy Lavalley, Lise Durocher-Viens, Tyler Patrick Jones",96,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,86673.0,14232.0,86673.0,977.0,661.0,1418.0,3387.0,9057.0,21927.0,26593.0,12727.0,4410.0,5516.0,1.019,6.05,6.746,5.967,0.0,0.4215,6.675,1,90000000,162839667,91150797,164921838
The SpongeBob SquarePants Movie,2004,Bigger. Better. More absorbent.,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Mr. Lawrence, Jill Talley, Carolyn Lawrence, Mary Jo Catlett, Jeffrey Tambor, Scarlett Johansson, Alec Baldwin, David Hasselhoff, Kristopher Logan, D.P. FitzGerald, Cole S. McKay",87,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,76845.0,16062.0,76845.0,1330.0,646.0,1060.0,1987.0,4871.0,11864.0,22592.0,15520.0,6207.0,10768.0,1.557,7.2,6.661,7.1,0.4404,-0.5267,7.075,1,30000000,140161792,34633361,161809136
The Spy Next Door,2010,"Spying is easy, Babysitting is hard","Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau.","Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley, Alina Foley, Magnús Scheving, Billy Ray Cyrus, George Lopez, Katherine Boecher, Mia Stallard, Maverick McWilliams, Quinn Mason, Margaret Murphy, Esodie Geiger, Arron Shiver",94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,39646.0,5062.0,39646.0,1340.0,1245.0,2329.0,4372.0,8950.0,9984.0,5697.0,2359.0,897.0,2473.0,0.618,5.017,5.6,6.265,0.3612,-0.2764,5.575,1,28000000,45236543,28000000,45236543
The Squid and the Whale,2005,Joint custody blows.,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg, William Baldwin, David Benger, Anna Paquin, Molly Barton, Bo Berkman, Matthew Kaplan, Simon Kaplan, Matthew Kirsch, Daniella Markowicz, Elizabeth Meriwether, Ben Schrank",81,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,76666.0,20544.0,76666.0,740.0,530.0,804.0,1504.0,3451.0,9427.0,21834.0,22628.0,9863.0,5885.0,0.327,6.671,6.806,6.764,0.0,0.0,7.55,1,1500000,11098131,1674844,12391765
The Station Agent,2003,Loneliness is much better when you have got someone to share it with.,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.","Peter Dinklage, Paul Benjamin, Jase Blankfort, Paula Garcés, Josh Pais, Richard Kind, Bobby Cannavale, Patricia Clarkson, Lynn Cohen, Raven Goodwin, Marla Sucharetza, Michelle Williams, Jayce Bartok, Joe Lo Truglio, John Slattery",89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,66569.0,17181.0,66569.0,574.0,236.0,344.0,699.0,1893.0,5629.0,15984.0,22851.0,11264.0,7095.0,0.35,7.24,6.72,6.591,0.3182,0.2263,7.75,1,500000,8679814,592676,10288640
The Stepford Wives,1989,The wives of Stepford have a secret.,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.","Katharine Ross, Paula Prentiss, Peter Masterson, Nanette Newman, Tina Louise, Carol Eve Rossen, William Prince, Carole Mallory, Toni Reid, Judith Baldwin, Barbara Rucker, George Coe, Franklin Cover, Robert Fields, Michael Higgins",115,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,6.1,37755.0,9563.5,37755.0,1368.5,1266.0,2225.5,4074.0,7448.5,8501.0,6851.5,3231.5,1149.5,1639.0,0.868,6.9,6.602,6.607,0.0,-0.2617,6.075,1,90000000,102000000,51950043,58876715
The Strangers,2008,Lock the door. Pretend you're safe.,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton",86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,115668.0,30603.0,115668.0,4479.0,3156.0,4785.0,8034.0,14582.0,24430.0,25569.0,15656.0,6546.0,8431.0,0.764,5.15,6.02,6.354,0.3612,-0.7506,6.225,1,9000000,82391145,9115079,83444650
The Sugarland Express,1974,Every cop in the state was after her. Everybody else was behind her.,A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.,"Goldie Hawn, Ben Johnson, Michael Sacks, William Atherton, Gregory Walcott, Steve Kanaly, Louise Latham, Harrison Zanuck, A.L. Camp, Jessie Lee Fulton, Dean Smith, Ted Grossman, Bill Thurman, Ken Hudgins, Buster Daniels",110,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,15027.0,3693.0,15027.0,178.0,90.0,190.0,460.0,1213.0,3347.0,5255.0,2756.0,784.0,754.0,0.416,7.386,6.657,6.393,0.0,-0.5267,6.875,1,3000000,12800000,13266851,56605233
The Swan Princess,1994,An enchanting classic destined to capture your heart and free your spirit.,A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.,"Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway, John Cleese, Steven Wright, Steve Vinovich, Mark Harelik, James Arrington, Davis Gaines, Joel McKinnon Miller, Dakin Matthews, Sandy Duncan, Brian Nissen, Adam Wylie",93,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,22290.0,5108.0,22290.0,362.0,322.0,593.0,1212.0,2716.0,5021.0,5041.0,2915.0,1285.0,2823.0,0.787,6.067,6.05,6.4,0.6124,0.6369,6.6,0,35000000,9771658,51488904,14375199
The Sweetest Thing,2002,A romantic comedy without the sugar.,A girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets Mr. Right.,"Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate, Linda Asuma, Jason Bateman, Vahe Bejan, Joe Bellan, Selma Blair, Chelsea Bond, Alexander Chance, Judith Chapman, Charlie Dell, Richard Denni, Cameron Diaz",84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,54312.0,11111.0,54312.0,4073.0,3042.0,4421.0,6625.0,9880.0,9842.0,7011.0,3993.0,1820.0,3605.0,0.821,5.433,5.62,5.796,0.6369,-0.4588,5.225,1,43000000,68696770,52127239,83278442
The Switch,2010,The most unexpected comedy ever conceived.,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.","Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum, Juliette Lewis, Todd Louiso, Scott Elrod, Patrick Wilson, Rebecca Naomi Jones, Kelli Barrett, Jeremy Mohler, Will Swenson, Edward James Hyland, Caroline Dhavernas, Brian Podnos",101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,95518.0,16489.0,95518.0,1380.0,1332.0,2496.0,5733.0,15378.0,29049.0,22288.0,9770.0,3474.0,4618.0,1.147,6.2,6.367,6.162,0.4173,0.6369,6.125,1,19000000,49830607,19000000,49830607
The Talented Mr. Ripley,1999,How far would you go to become someone else?,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston, Fiorello, Stefania Rocca, Ivano Marescotti, Anna Longhi, Alessandro Fabrizi",139,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.4,178076.0,33583.0,178076.0,1840.0,1199.0,1797.0,3477.0,7744.0,20761.0,52324.0,52618.0,21882.0,14434.0,0.64,7.4,7.179,6.562,0.0,0.2023,7.275,1,40000000,128798265,52362113,168603735
The Terminal,2004,Life is waiting.,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.","Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna, Barry Shabaka Henley, Kumar Pallana, Zoe Saldana, Eddie Jones, Jude Ciccolella, Corey Reynolds, Guillermo Díaz, Rini Bell, Stephen Mendel, Valeriy Nikolaev",128,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.4,396732.0,51016.0,396732.0,2158.0,1666.0,3034.0,6180.0,16709.0,48281.0,120651.0,116012.0,48012.0,34029.0,1.682,7.386,6.447,6.489,0.0,0.0,7.25,1,60000000,219417255,69266723,253305240
